email_id,category,status,review_reason,defect_fields,has_defect,attachments
email_497,INVOICE_QUERY,OK,,,False,
email_498,BL_COMPARISON,OK,,,False,attachments/email_498_SI.txt;attachments/email_498_BL.txt
email_499,BL_COMPARISON,MISMATCH,,gross_weight_kg,True,attachments/email_499_SI.pdf;attachments/email_499_BL.pdf
email_500,INVOICE_QUERY,OK,,,False,
email_501,BL_COMPARISON,NEEDS_REVIEW,wrong_doc_type,,False,attachments/email_501_SI.txt;attachments/email_501_BL.txt
email_502,BL_COMPARISON,NEEDS_REVIEW,wrong_doc_type,,False,attachments/email_502_SI.txt;attachments/email_502_BL.txt
email_503,BL_COMPARISON,NEEDS_REVIEW,wrong_doc_type,,False,attachments/email_503_SI.txt;attachments/email_503_BL.txt
email_504,BL_COMPARISON,NEEDS_REVIEW,wrong_doc_type,,False,attachments/email_504_SI.txt;attachments/email_504_BL.txt
email_505,BL_COMPARISON,NEEDS_REVIEW,wrong_doc_type,,False,attachments/email_505_SI.txt;attachments/email_505_BL.txt
email_506,BL_COMPARISON,NEEDS_REVIEW,missing_attachment,,False,
email_507,BL_COMPARISON,NEEDS_REVIEW,missing_attachment,,False,attachments/email_507_SI.txt
email_508,BL_COMPARISON,NEEDS_REVIEW,missing_attachment,,False,
email_509,BL_COMPARISON,NEEDS_REVIEW,missing_attachment,,False,attachments/email_509_SI.txt
email_510,BL_COMPARISON,NEEDS_REVIEW,missing_attachment,,False,
email_511,BL_COMPARISON,NEEDS_REVIEW,unreadable,,False,attachments/email_511_SI.txt;attachments/email_511_BL.pdf
email_512,BL_COMPARISON,NEEDS_REVIEW,unreadable,,False,attachments/email_512_SI.pdf;attachments/email_512_BL.pdf
email_513,BL_COMPARISON,NEEDS_REVIEW,unreadable,,False,attachments/email_513_SI.pdf;attachments/email_513_BL.pdf
email_514,BL_COMPARISON,NEEDS_REVIEW,unreadable,,False,attachments/email_514_SI.pdf;attachments/email_514_BL.pdf
email_515,BL_COMPARISON,NEEDS_REVIEW,unreadable,,False,attachments/email_515_SI.txt;attachments/email_515_BL.pdf
email_516,BL_COMPARISON,NEEDS_REVIEW,missing_value,,False,attachments/email_516_SI.txt;attachments/email_516_BL.txt
email_517,BL_COMPARISON,NEEDS_REVIEW,missing_value,,False,attachments/email_517_SI.txt;attachments/email_517_BL.txt
email_518,BL_COMPARISON,NEEDS_REVIEW,missing_value,,False,attachments/email_518_SI.txt;attachments/email_518_BL.txt
email_519,BL_COMPARISON,NEEDS_REVIEW,missing_value,,False,attachments/email_519_SI.txt;attachments/email_519_BL.txt
email_520,BL_COMPARISON,NEEDS_REVIEW,missing_value,,False,attachments/email_520_SI.txt;attachments/email_520_BL.txt
